5898;8.6;0;0.00;0.00;0.00;0.00;0;31;GS;EEF ;PET;
5893;8.09;0;0.00;0.00;0.00;0.00;3.5;27.5;GS;EEF ;PET;
5892;5.71;0;0.00;0.00;0.00;0.00;3.5;27.5;GS;EEF ;PET;
5891;0;139.4;0.00;0.00;0.00;0.00;0;31;GS;EEF ;GAS;
5890;0;427.43;0.00;0.00;0.00;0.00;0;31;GS;EEF ;GAS;
5889;0;18.44;0.00;0.00;0.00;0.00;0;31;GS;EEF ;GAS;
137681;0;64.53;0.00;0.00;0.00;0.00;0;31;GS;EEF ;GAS;
133598;0;374.47;0.00;0.00;0.00;0.00;0;31;GS;EEF ;GAS;
